name,region,id,rating,massey,colley,elo,wins,losses,games_played
Boyd County,NaN,209,40.98,43.81,39.3,39.83,5,5,7
Webster County,1,79,40.91,45.17,38.38,39.18,5,6,11
Beth Haven,NaN,203,40.37,38.64,38.35,44.11,6,3,9
Lloyd Memorial,4,41,40.28,51.9,39.04,29.9,3,7,10
Washington County,2,185,40.16,53.23,34.67,32.58,3,7,10
West Jessamine,3,130,40.02,44.17,38.32,37.59,4,6,10
South Laurel,4,34,39.55,45.07,39.54,34.06,4,6,10
Russellville,1,80,39.1,44.65,37.31,35.34,4,6,10
Franklin County,2,175,39.1,47.15,35.91,34.24,4,6,10
Boone County,4,48,38.84,55.82,34.69,26,2,8,9
Ballard Memorial,1,83,38.77,44.5,37.54,34.28,4,6,8
Whitesburg,4,38,38.67,46.08,37.34,32.58,4,7,11
Somerset,3,132,38.14,46.58,38.81,29.04,4,7,11
Lone Oak,1,82,38.05,44.18,34.5,35.46,4,6,10
Greenwood,1,90,37.92,51.2,34.68,27.88,2,8,9
Newport Central Catholic,3,141,37.85,53.3,33.48,26.77,2,9,11
Doss,3,140,37.73,52.71,35.8,24.69,2,9,11
Allen County-Scottsville,2,178,37.64,42.36,37.8,32.77,4,6,10
Graves County,1,91,37.59,49.84,35.2,27.72,2,8,9
Fleming-Neon,4,26,37.4,38.45,36.07,37.67,5,5,10
North Laurel,4,45,37.26,48.91,36.36,26.52,3,8,11
Scott,3,137,36.99,54.37,31.4,25.21,2,8,10
North Bullitt,2,184,36.27,44.69,35.27,28.85,3,7,10
Carroll County,2,182,36.14,37.13,36.27,35.02,4,7,11
Fleming County,4,44,35.4,47.32,30.75,28.15,3,7,10
Adair County,2,179,35.16,39.84,33.23,32.43,4,6,10
Bath County,3,127,35.13,40.09,27.44,37.85,5,6,11
Harlan,4,29,35.09,38.4,34.96,31.92,5,6,10
Cumberland,4,37,34.8,40.71,32.28,31.4,4,7,11
Shelby Valley,4,33,34.65,37.93,33.36,32.65,4,6,10
Powell County,4,27,34.55,35.07,32.79,35.78,5,5,10
Holmes,3,143,34.4,54.39,33.43,15.38,1,9,10
Green County,2,183,34.03,37.39,29.14,35.57,4,7,11
Owen County,2,177,33.04,34.86,31.32,32.93,4,6,10
Clay County,4,46,32.98,43.06,28.19,27.69,2,8,10
Grayson County,NaN,212,32.94,40.47,28.65,29.71,3,7,10
Bethlehem,NaN,205,32.48,32.65,27.72,37.08,6,5,11
Butler County,1,87,32.17,40.2,24.15,32.16,3,7,10
Knox Central,4,40,32.01,40.08,29.65,26.28,3,7,10
Atherton,2,186,31.69,43.56,25.86,25.64,2,8,9
Pineville,4,36,31.67,36.71,25.98,32.32,4,6,9
Leslie County,4,47,31.58,39.89,27.89,26.96,2,8,10
Nicholas County,3,136,31.46,40.83,23.45,30.09,3,8,11
Williamsburg,4,42,31.1,38,26.01,29.29,3,7,8
Fort Knox,2,188,30.63,43.72,25.23,22.94,2,8,10
Elkhorn City,4,43,30.6,30.88,27.67,33.26,3,7,9
Warren East,1,93,30.39,42.8,25.5,22.87,1,9,8
Todd County Central,1,88,30.19,37.22,25.15,28.19,3,8,11
Iroquois,3,142,29.75,47.84,23.26,18.14,1,9,10
Meade County,1,94,29.3,48.82,22.03,17.04,1,9,10
Trimble County,NaN,210,28.66,27.08,20.77,38.13,4,6,10
Allen Central,NaN,201,28.14,30.09,20.27,34.07,4,5,8
Heath,1,89,27.86,32.47,22.64,28.47,3,8,11
Grant County,2,189,27.63,41.39,18.29,23.22,2,8,9
West Carter,NaN,214,27.55,42.19,18.76,21.7,3,7,10
Jeffersontown,3,144,27.03,45.89,21.29,13.92,0,10,10
George Rogers Clark,4,53,26.92,42.12,24.87,13.76,0,10,10
Knott County Central,4,49,25.48,36.13,18.43,21.88,1,9,9
Hart County,2,187,24.48,35.48,20.49,17.48,2,8,10
Frankfort,2,190,24.23,27.05,23.88,21.76,2,8,10
Magoffin County,3,139,23.7,33.05,17.42,20.63,2,8,10
Caverna,2,192,23.59,29.45,14.74,26.57,2,9,11
Trigg County,1,95,23.17,30.68,20.2,18.63,1,10,10
Western,2,195,22.98,36.63,17.73,14.58,1,10,11
Reidland,1,92,22.56,28.01,17.97,21.69,2,9,11
Berea,3,138,22.24,31.34,12.11,23.28,2,8,10
Moore,2,193,21.8,33.71,15.47,16.2,1,9,10
Kentucky Country Day,NaN,208,21.05,26.19,12.18,24.79,2,7,9
Breckinridge County,NaN,207,20.93,30.84,14.35,17.6,1,8,9
Ohio County,1,98,20.39,35.98,13.22,11.96,0,10,10
Holy Cross (Covington),NaN,202,20.3,22.3,14.32,24.27,1,7,7
McCreary Central,4,51,20.14,34.01,11.3,15.12,0,10,9
Lewis County,NaN,199,19.76,21.17,12.18,25.93,3,7,9
Madison Southern,2,194,19.41,33.52,11.42,13.28,1,9,10
Fulton City,1,96,17.94,28.5,9.58,15.75,0,10,8
McLean County,1,99,17.93,33.18,8.93,11.69,0,10,10
Metcalfe County,2,191,17.82,20.86,12.29,20.31,2,8,10
Shawnee,2,196,17.36,32.41,12.11,7.55,0,10,10
Betsy Layne,4,50,15.43,23.17,8.36,14.78,1,9,10
Estill County,3,145,14.95,30.61,3.84,10.39,0,10,10
Evarts,4,54,14.32,27.25,5.31,10.39,0,10,10
Fairview,NaN,200,13.9,19.94,2.31,19.47,1,9,9
Morgan County,NaN,206,12.57,20.82,0.88,16.02,1,9,10
Fort Campbell,1,97,12.19,28.01,1.8,6.75,0,10,10
Jenkins,4,52,11,17.92,2.42,12.67,0,10,8
Christian Academy-Louisville,NaN,204,8.73,13.55,-6.69,19.32,0,6,5
Casey County,NaN,197,8.42,14.04,-1.42,12.65,1,9,10
