name,region,id,rating,massey,colley,elo,wins,losses,games_played
Highlands,3,100,88.72,83.87,96.58,85.7,15,0,15
Male,2,147,86.46,82.11,95.19,82.1,13,2,15
Tates Creek,4,1,82.67,78.93,92.28,76.8,14,1,15
Bowling Green,1,57,82.26,79.01,92.35,75.43,13,1,14
Middlesboro,4,2,81.62,73.18,85.98,85.71,14,1,15
Lexington Catholic,3,103,80.95,76.69,92.9,73.26,12,1,13
Nelson County,1,58,80.92,78.59,87.43,76.74,13,1,14
Danville,3,101,80.39,74.17,89.44,77.56,13,2,15
Mayfield,1,56,77.52,70.82,86.15,75.59,14,1,13
Caldwell County,1,55,76.75,63.61,82.55,84.09,14,1,15
Beechwood,3,102,75.81,74.08,82.74,70.6,12,1,12
Marshall County,1,59,75.36,73.88,83.01,69.18,11,2,13
St. Xavier,2,157,74.83,75.98,84.71,63.8,9,3,12
Lawrence County,4,3,74.57,72.79,79.96,70.97,12,1,12
Breathitt County,4,4,72.87,70.12,77.97,70.52,11,3,14
Fern Creek,2,153,72.58,74.86,82.9,59.98,10,3,12
Waggener,2,148,72.22,68.71,76.86,71.08,12,3,15
Henderson County,1,61,71.93,73.48,79.18,63.14,10,2,11
Campbellsville,2,146,70.89,60.3,77.3,75.08,13,1,14
Oldham County,2,149,70.82,66.49,78.89,67.07,11,2,13
DeSales,3,104,70.33,72.96,78.44,59.59,10,2,12
Trinity (Louisville),3,106,69.77,72.94,76.47,59.88,9,5,12
Newport,4,6,69.18,66.48,77.18,63.89,10,2,12
Bullitt East,2,151,68.59,65.21,73.82,66.73,11,3,14
Bell County,4,5,68.45,66.73,76.34,62.29,10,2,12
Henry Clay,4,11,67.81,70.48,74.1,58.85,9,4,13
Pleasure Ridge Park,2,154,67.68,71.57,72.3,59.15,9,2,11
LaRue County,2,150,67.1,62.42,73.58,65.32,11,2,13
Scott County,4,8,66.67,69.85,71.99,58.16,9,2,11
Paducah Tilghman,1,65,66.55,69.69,70.72,59.22,8,4,11
Bourbon County,3,109,66.41,71.19,71.63,56.41,8,4,12
Madison Central,4,10,65.76,67.25,71.33,58.68,9,3,12
Covington Catholic,3,110,65.65,68.2,71.86,56.89,8,5,12
Glasgow,2,155,65.41,64.2,72.48,59.54,9,3,11
Holy Cross (Louisville),2,152,64.82,60.65,68.9,64.89,10,3,13
Logan County,1,64,64.61,65.59,70.72,57.51,9,3,12
North Hardin,1,67,64.11,70.72,66.59,55.01,8,4,12
Ballard,3,111,64.02,68.73,70.78,52.55,8,5,13
Prestonsburg,4,9,63.79,60.98,69.73,60.67,9,3,12
Pikeville,4,7,62.53,57.48,68.19,61.92,10,3,13
Boyle County,3,115,62.52,66.5,68.49,52.57,7,5,12
Harrodsburg,2,156,62.22,58.19,68.64,59.83,9,3,12
Corbin,3,108,61.96,64.96,67.16,53.77,8,3,11
Belfry,4,17,61.88,59.43,66.04,60.18,8,5,12
Owensboro Catholic,NaN,213,61.38,61.26,63.6,59.28,9,3,12
Central Hardin,1,69,61.14,65.22,65.77,52.43,7,4,11
Greenup County,3,107,61.1,58.92,69.1,55.28,8,3,10
Hancock County,1,63,61.06,61,62.73,59.47,10,3,12
Dixie Heights,3,114,60.91,66.21,65.7,50.82,7,5,12
Owensboro,1,71,60.88,66.34,60.78,55.53,7,6,13
Ryle,3,116,60.58,71.03,62.92,47.79,7,5,12
Crittenden County,1,60,60.43,51.7,65.71,63.89,11,2,13
Sheldon Clark,4,12,59.87,58.8,60.99,59.83,9,5,13
Franklin-Simpson,2,163,59.39,62.92,62.05,53.2,7,5,11
Paintsville,3,105,59.24,55.07,62.79,59.86,10,2,12
Edmonson County,1,62,59.18,56.74,59.89,60.91,10,2,12
South Oldham,2,158,58.52,58.81,63.12,53.62,8,3,11
Whitley County,4,14,58.43,59.57,64.1,51.62,8,3,11
Ashland Blazer,3,112,58.42,58.89,64.69,51.69,7,4,10
Muhlenberg North,NaN,211,58.35,56.23,57.99,60.84,8,2,10
Apollo,1,70,57.75,67.24,60.01,46,7,4,10
Cawood,4,13,57.47,61.45,58.19,52.75,8,3,11
Montgomery County,2,159,56.85,57.03,59.53,54.01,8,3,11
Russell,4,20,56.78,61.27,61.59,47.48,7,4,10
Paul Laurence Dunbar,4,32,55.93,65.69,56.84,45.25,5,7,11
Valley,2,162,55.82,61.36,55.31,50.8,7,5,12
Lynn Camp,4,16,55.78,54.96,57.66,54.71,8,4,12
Bryan Station,4,22,55.72,64.99,61.02,41.14,6,5,11
Warren Central,1,72,55.6,60.86,60.91,45.02,6,4,10
Hazard,4,15,55.24,54.21,54.91,56.6,8,4,12
Eminence,NaN,198,55.1,48.23,56.58,60.49,9,2,10
Southwestern,4,21,54.07,56.32,54.15,51.76,7,5,12
Union County,1,73,53.8,64.15,56.02,41.23,6,5,9
Pulaski County,4,19,53.47,56.19,55.27,48.94,7,4,11
Barren County,1,75,53.43,58.46,56.79,45.04,6,5,11
Paris,2,160,53.29,51.55,57.23,51.1,8,4,12
Eastern,3,129,53.03,59.82,58.57,40.69,5,7,11
Lincoln County,2,161,52.79,52.58,56.02,49.78,7,4,11
Raceland,3,113,52.4,54.66,52.81,49.72,7,4,11
Seneca,2,169,52.2,60.22,54.58,41.82,5,5,10
Butler,2,172,51.96,64.17,51.97,39.75,5,6,11
DuPont Manual,2,167,51.79,57.82,54.57,42.98,6,5,11
Rockcastle County,3,118,51.74,57.89,51.8,45.53,6,5,11
Simon Kenton,3,123,51.4,59.17,51.43,43.6,5,5,10
Central,3,122,51.28,61.26,54.22,38.37,6,6,12
Henry County,2,166,51.11,54.76,54.17,44.4,6,5,11
Fulton County,1,66,51.08,47.79,54.97,50.48,8,4,10
Fairdale,3,125,50.89,59.96,51.43,41.27,5,6,11
Taylor County,2,164,50.88,55.79,51.28,45.57,6,5,11
Campbell County,4,28,50.84,57.51,54.76,40.26,5,6,11
Russell County,2,168,50.38,50.96,53.26,46.91,6,5,11
Murray,1,68,50.08,49.83,52.55,47.87,7,4,11
Mercer County,3,124,49.65,50.76,55.46,42.72,5,5,10
Harrison County,2,165,49.52,53.21,50.16,45.19,6,5,11
Christian County,1,78,49.48,61.33,47.31,39.81,5,6,11
Hopkinsville,1,77,48.93,59.46,48.13,39.19,5,6,11
Dayton,3,121,48.93,54.32,46.2,46.28,6,6,12
Johnson Central,4,23,48.74,53.46,50.11,42.66,6,5,11
Rowan County,3,119,48.23,51.29,48.56,44.85,6,5,11
Phelps,4,18,48.18,43.46,52.32,48.78,7,3,9
Ludlow,3,117,47.31,52.76,46.53,42.65,6,4,9
Hopkins County Central,1,76,46.79,52.61,47.59,40.18,5,5,10
Bardstown,2,170,46.17,53.4,46.95,38.15,5,6,11
Anderson County,2,171,46.16,53.07,44.43,40.98,5,6,11
Muhlenberg South,1,74,46.06,52.56,44.57,41.05,6,5,11
Shelby County,1,85,45.56,55.15,47.35,34.19,4,7,11
Elizabethtown,2,173,45.13,55.14,44.7,35.54,4,6,10
East Carter,4,31,45,51.82,45.43,37.77,5,6,11
Bullitt Central,2,174,44.28,54.77,42.14,35.92,4,6,10
Mason County,4,35,44.21,53.46,39.58,39.59,4,6,10
Bellevue,3,128,44.17,53.04,41.67,37.79,5,7,9
Garrard County,3,134,43.81,55.25,45.83,30.35,3,7,10
Lafayette,4,39,43.73,53.52,44.8,32.86,3,7,10
Madisonville-North Hopkins,1,84,43.7,53.41,43.01,34.69,4,7,11
Southern,3,126,43.41,53.64,43.41,33.19,5,6,11
Calloway County,1,81,43.38,49.02,45.73,35.38,4,6,10
Daviess County,1,86,43.09,55.41,39.94,33.92,3,7,9
Pike County Central,4,24,42.99,40.87,45.15,42.95,6,5,11
Perry County Central,4,25,42.8,49.7,44.05,34.64,5,5,10
Conner,3,133,42.68,57.83,39.59,30.61,3,7,9
Wayne County,3,120,42.4,45.51,40.66,41.04,6,5,10
Western Hills,3,135,41.97,52.12,41.48,32.32,3,7,10
South Floyd,4,30,41.67,43.35,38.73,42.94,5,6,11
Monroe County,2,181,41.29,48.02,41.86,33.98,4,7,11
East Jessamine,3,131,41.23,45.56,43.67,34.46,4,7,11
Marion County,2,180,41.16,52.87,40.48,30.14,4,7,11
Woodford County,2,176,41.09,50.1,39.22,33.96,4,6,10
