name,region,id,rating,massey,colley,elo,wins,losses,games_played
Trinity (Louisville),6,205,93.67,100.07,94.98,85.97,10,5,8
Highlands,4,98,91.76,84.06,93.65,97.57,13,2,13
Male,6,130,91.66,93.62,97.2,84.18,11,1,11
Mayfield,1,134,87.25,79.2,88.67,93.88,14,1,15
DeSales,2,56,85.24,80.64,87.42,87.65,14,1,14
St. Xavier,6,198,84.95,91.29,90.41,73.14,8,5,11
Bowling Green,5,23,84.72,80.55,84.17,89.43,11,2,12
Dixie Heights,6,57,84.4,85.55,88.05,79.6,13,2,14
Pulaski County,5,174,82.36,78.79,82.49,85.81,13,2,15
Scott County,6,183,80.73,86.6,78.9,76.68,10,2,12
Belfry,3,14,80.57,73.97,82.56,85.2,13,2,13
Central Hardin,6,42,80.27,76.77,84.7,79.34,12,1,12
Simon Kenton,6,189,78.9,80.28,80.38,76.05,11,2,13
DuPont Manual,6,59,78.45,87.74,80.88,66.73,8,4,12
Christian Academy-Louisville,2,43,77.91,77.48,81.59,74.67,10,2,12
Meade County,6,138,77.04,74.96,78.3,77.85,11,3,14
South Warren,3,194,76.71,76.95,77.12,76.05,13,1,14
Williamsburg,1,220,75.98,71.16,78.07,78.72,14,1,14
Boyle County,4,25,75.54,74.1,77.09,75.42,11,2,13
Caldwell County,2,34,74.82,75.03,75.19,74.23,11,2,13
Graves County,5,84,74.31,74.12,73.95,74.87,11,4,15
Johnson Central,4,109,74.11,79.18,71.06,72.1,11,1,9
McCracken County,6,135,73.92,79.97,76.21,65.58,9,2,9
Beechwood,1,13,73.89,69.85,77.3,74.52,11,3,13
Pikeville,1,169,73.62,64.94,81.96,73.95,11,1,12
Owensboro,4,159,73.43,71.72,74.52,74.04,12,3,15
Ballard,6,8,72.2,74.05,73.31,69.23,10,4,14
Corbin,3,50,71.55,68.75,75.94,69.96,11,2,13
Covington Catholic,4,51,71.08,76.55,68.6,68.09,8,5,12
Henry Clay,6,96,70.96,78.66,70.65,63.57,7,3,10
Southwestern,5,196,70.75,73.34,73.61,65.3,10,3,13
Russell,3,178,70.14,63.24,77.22,69.97,11,3,13
Lexington Catholic,4,119,69.93,66.4,69.61,73.79,10,4,14
Madisonville-North Hopkins,4,128,69.81,71.77,73.33,64.33,10,3,13
Central,3,41,69.75,67.56,70.42,71.26,10,5,15
Raceland,1,175,69.58,65.74,72.71,70.29,11,3,12
Murray,2,147,69.37,73.18,67.63,67.28,9,5,14
Owensboro Catholic,2,160,69.28,75.28,68.99,63.58,10,2,10
Prestonsburg,2,173,68.76,65.33,74.66,66.29,10,3,13
Franklin-Simpson,4,76,68.01,66.12,73.32,64.59,9,2,10
Bryan Station,6,29,67.75,76.53,68.19,58.52,7,5,12
Frankfort,1,74,67.31,61.29,69.28,71.36,10,3,12
Lafayette,6,114,67.24,75.4,69.05,57.26,8,4,12
Butler,6,32,66.66,63.48,68.9,67.58,9,3,12
Bardstown,2,10,65.94,67.67,67.51,62.64,9,3,12
North Oldham,4,155,65.86,72.34,62.08,63.16,10,3,13
Cooper,5,49,65.74,70.62,65.28,61.33,9,5,14
Paducah Tilghman,3,161,64.9,69.1,64.04,61.57,7,6,12
Hazard,1,94,64.5,61.04,66.35,66.1,10,3,13
Russellville,1,180,64.03,65.61,65.57,60.89,9,4,13
Bell County,3,15,63.97,66.95,64.5,60.46,9,3,11
South Oldham,5,193,63.8,65.45,62.07,63.9,8,3,11
Anderson County,5,4,63.71,63.4,60.42,67.31,9,4,13
John Hardin,5,108,63.63,65.63,61.24,64.01,7,7,14
Shelby Valley,2,187,62.86,59.29,71.26,58.02,11,3,12
Ashland Blazer,4,6,62.73,64.41,65.65,58.12,6,5,9
Bourbon County,3,22,62.2,61.57,60.79,64.25,9,4,13
Iroquois,5,104,62.03,65.2,64.34,56.55,11,2,13
Danville,2,53,61.92,60.66,64.71,60.37,8,4,12
Newport Central Catholic,2,150,61.92,61.86,60.67,63.22,8,6,14
Garrard County,3,80,61.73,61.7,64.19,59.31,9,3,12
Grayson County,5,85,61.46,63.86,65.34,55.2,9,3,12
Franklin County,5,75,61.33,60.63,60.75,62.6,8,3,11
Paintsville,1,162,60.91,54.77,69.01,58.95,10,3,13
Pleasure Ridge Park,6,171,60.82,67.7,60.08,54.69,7,5,12
Walton-Verona,2,209,60.69,60.49,61.27,60.3,10,2,12
Warren Central,5,210,60.35,67.74,59.65,53.64,6,5,11
Knox Central,4,112,59.86,60.16,60.79,58.63,8,3,11
Henderson County,6,95,59.26,66.7,56.86,54.22,5,6,9
North Laurel,5,154,59.11,62.51,59.27,55.55,8,4,11
Mason County,3,133,59.04,57.83,61.07,58.24,8,3,11
Bullitt East,5,31,58.9,63.64,57.52,55.54,7,4,11
