date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region,win_id,lose_id
2009-09-04,Greenwood,Hopkinsville,20,7,2,NaN,0,0,199,160
2009-09-04,Hancock County,Fort Knox,80,39,0,NaN,0,0,53,50
2009-09-04,Harlan,Williamsburg,47,32,1,NaN,0,0,21,40
2009-09-04,Harrison County,Paris,35,14,1,NaN,0,0,125,32
2009-09-04,Heath,Ballard Memorial,43,21,1,NaN,0,0,54,2
2009-09-04,Henry Clay,Southwestern,42,7,2,NaN,0,0,201,179
2009-09-04,Henry County,Trimble County,32,12,0,NaN,0,0,87,38
2009-09-04,Highlands,Beechwood,48,20,0,NaN,0,0,159,3
2009-09-04,Holmes,Bellevue,24,8,0,NaN,0,0,126,4
2009-09-04,Holy Cross (Louisville),Moore,26,18,1,NaN,0,0,23,93
2009-09-04,Jeffersontown,Waggener,33,12,0,NaN,0,0,162,180
2009-09-04,Jenkins,South Floyd,7,0,1,NaN,0,0,24,37
2009-09-04,John Hardin,Meade County,22,17,1,NaN,0,0,163,206
2009-09-04,Kentucky Country Day,Eminence,29,18,1,NaN,0,0,25,15
2009-09-04,Knox Central,Middlesboro,41,21,0,NaN,0,0,128,60
2009-09-04,Lafayette,Mercer County,28,7,0,NaN,0,0,202,168
2009-09-04,Lawrence County,Sheldon Clark,36,30,1,NaN,0,0,130,101
2009-09-04,Leslie County,Clinton County,40,0,0,NaN,0,0,57,12
2009-09-04,Letcher County Central,Hazard,35,21,0,NaN,0,0,165,22
2009-09-04,Lewis County,Bath County,40,8,1,NaN,0,0,89,42
2009-09-04,Lexington Christian,Lynn Camp,57,14,1,NaN,0,0,26,28
2009-09-04,Lincoln County,Madison Southern,42,21,1,NaN,0,0,166,134
2009-09-04,Logan County,Webster County,56,14,1,NaN,0,0,132,107
2009-09-04,Lone Oak,Marshall County,55,0,1,NaN,0,0,133,205
2009-09-04,Madisonville-North Hopkins,Union County,38,14,1,NaN,0,0,167,105
2009-09-04,Male,Western,49,34,1,NaN,0,0,204,145
2009-09-04,Mayfield,Paducah Tilghman,21,12,0,NaN,0,0,29,95
2009-09-04,McCreary Central,Edmonson County,30,18,1,NaN,0,0,136,81
2009-09-04,Metcalfe County,Hart County,28,6,1,NaN,0,0,59,86
2009-09-04,Monroe County,Adair County,45,14,0,NaN,0,0,61,74
2009-09-04,Morgan County,Powell County,45,26,1,NaN,0,0,62,97
2009-09-04,Murray,Fulton City,82,6,0,NaN,0,0,63,18
2009-09-04,Nelson County,Marion County,31,14,0,NaN,0,0,208,135
2009-09-04,Newport,Pendleton County,35,14,1,NaN,0,0,64,138
2009-09-04,Newport Central Catholic,Madison Central,38,12,0,NaN,0,0,65,203
2009-09-04,North Bullitt,South Oldham,21,7,1,NaN,0,0,137,178
2009-09-04,North Laurel,South Laurel,7,6,1,NaN,0,0,170,177
2009-09-04,Oldham County,Fairdale,27,12,1,NaN,0,0,172,121
2009-09-04,Owen County,Gallatin County,13,7,0,NaN,0,0,66,20
2009-09-04,Owensboro,Owensboro Catholic,48,20,1,NaN,0,0,173,67
2009-09-04,Paintsville,Magoffin County,31,28,0,NaN,0,0,31,90
2009-09-04,Paul Laurence Dunbar,Woodford County,24,17,0,NaN,0,0,210,183
2009-09-04,Perry County Central,Knott County Central,57,6,0,NaN,0,0,174,56
2009-09-04,Pike County Central,Boyd County,19,9,1,NaN,0,0,96,114
2009-09-04,Pineville,Berea,33,8,0,NaN,0,0,35,5
2009-09-04,Pleasure Ridge Park,Doss,14,7,0,NaN,0,0,211,155
2009-09-04,Prestonsburg,Breathitt County,26,25,0,NaN,0,0,68,76
2009-09-04,Pulaski County,East Jessamine,35,30,1,NaN,0,0,175,120
2009-09-04,Reidland,Todd County Central,48,3,0,NaN,0,0,69,71
2009-09-04,Rockcastle County,Wayne County,34,0,0,NaN,0,0,139,106
2009-09-04,Rowan County,Estill County,63,7,1,NaN,0,0,140,83
2009-09-04,Scott County,Boone County,30,14,0,NaN,0,0,213,186
2009-09-04,Shawnee,Atherton,46,26,1,NaN,0,0,100,111
2009-09-04,Shelby County,North Hardin,42,18,1,NaN,0,0,215,209
2009-09-04,Simon Kenton,Dixie Heights,49,28,1,NaN,0,0,216,154
2009-09-04,Somerset,Russell County,40,20,0,NaN,0,0,102,141
2009-09-04,Spencer County,Frankfort,31,27,1,NaN,0,0,103,17
2009-09-04,St. Xavier,Lexington Catholic,49,6,0,NaN,0,0,218,131
2009-09-04,Trinity (Louisville),DuPont Manual,27,0,1,NaN,0,0,220,194
2009-09-04,Valley,Iroquois,57,0,0,NaN,0,0,142,161
2009-09-04,Warren Central,Apollo,21,14,0,NaN,0,0,181,184
2009-09-04,Warren East,Russellville,42,16,0,NaN,0,0,143,99
2009-09-04,West Carter,Nicholas County,26,6,1,NaN,0,0,108,30
2009-09-04,West Jessamine,Garrard County,14,13,0,NaN,0,0,144,85
2009-09-04,Western Hills,Washington County,59,26,0,NaN,0,0,109,73
2009-09-05,Bishop Brossart,Bracken County,38,0,1,NaN,0,0,8,9
2009-09-05,Boyle County,Pikeville,63,7,2,NaN,0,0,115,34
2009-09-05,Corbin,Danville,31,14,1,NaN,0,0,46,47
2009-09-05,Grant County,Walton-Verona,21,0,0,NaN,0,0,156,39
2009-09-11,Allen Central,Harlan,30,29,1,NaN,1,0,1,21
2009-09-11,Allen County-Scottsville,Glasgow,25,7,0,NaN,0,0,110,51
2009-09-11,Anderson County,Mercer County,42,21,1,NaN,0,0,146,168
2009-09-11,Ashland Blazer,Russell,28,7,0,NaN,0,0,147,98
2009-09-11,Ballard,Madison Central,37,7,1,NaN,0,0,185,203
2009-09-11,Beechwood,Holy Cross (Covington),36,35,1,NaN,1,0,3,55
2009-09-11,Belfry,Letcher County Central,24,20,0,NaN,0,0,75,165
2009-09-11,Bell County,Whitley County,34,7,0,NaN,0,0,112,182
2009-09-11,Bellevue,Scott,48,41,1,NaN,0,0,4,176
2009-09-11,Berea,Nicholas County,36,24,1,NaN,0,0,5,30
2009-09-11,Betsy Layne,Jackson County,39,38,1,NaN,0,0,7,88
2009-09-11,Bowling Green,Warren East,64,0,1,NaN,0,0,149,143
2009-09-11,Breckinridge County,Adair County,15,8,0,NaN,0,0,116,74
2009-09-11,Bryan Station,Western,21,17,1,NaN,0,0,187,145
2009-09-11,Bullitt Central,Bullitt East,20,14,0,NaN,0,0,150,117
2009-09-11,Butler,Southern,48,13,1,NaN,0,0,188,217
2009-09-11,Caldwell County,Union County,27,20,1,NaN,0,0,43,105
2009-09-11,Campbellsville,Bethlehem,20,14,0,NaN,0,0,10,6
2009-09-11,Carroll County,Kentucky Country Day,27,10,0,NaN,0,0,44,25
2009-09-11,Central Hardin,Ohio County,48,7,1,NaN,0,0,190,171
2009-09-11,Christian County,Pleasure Ridge Park,21,14,1,NaN,0,0,151,211
2009-09-11,Clay County,South Laurel,30,13,1,NaN,0,0,152,177
2009-09-11,Clinton County,Casey County,24,0,1,NaN,0,0,12,78
2009-09-11,Conner,Dixie Heights,36,20,1,NaN,0,0,191,154
2009-09-11,Corbin,North Laurel,34,8,1,NaN,0,0,46,170
2009-09-11,Covington Catholic,Campbell County,33,14,0,NaN,0,0,153,189
2009-09-11,Crittenden County,McLean County,34,12,0,NaN,0,0,13,92
2009-09-11,DeSales,Holy Cross (Louisville),47,0,2,NaN,0,0,48,23
2009-09-11,Doss,Valley,13,12,1,NaN,0,0,155,142
2009-09-11,Eastern,Oldham County,22,21,0,NaN,1,0,195,172
2009-09-11,Edmonson County,Muhlenberg County,20,13,1,NaN,0,0,81,207
2009-09-11,Estill County,Garrard County,42,41,1,NaN,0,0,83,85
2009-09-11,Fairdale,Moore,47,19,0,NaN,0,0,121,93
2009-09-11,Fairview,Boyd County,19,3,1,NaN,0,0,16,114
2009-09-11,Fern Creek,Meade County,34,21,0,NaN,0,0,196,206
2009-09-11,Fort Campbell,Fort Knox,56,0,1,NaN,0,0,49,50
2009-09-11,Franklin-Simpson,Greenwood,21,14,0,NaN,0,0,123,199
2009-09-11,Gallatin County,Atherton,27,6,0,NaN,0,0,20,111
2009-09-11,Graves County,Paducah Tilghman,26,21,1,NaN,0,0,198,95
2009-09-11,Grayson County,Todd County Central,62,0,1,NaN,0,0,157,71
2009-09-11,Greenup County,Raceland,14,13,0,NaN,0,0,124,36
2009-09-11,Hancock County,Butler County,28,20,1,NaN,0,0,53,77
2009-09-11,Harlan County,Leslie County,29,8,0,NaN,0,0,158,57
2009-09-11,Harrison County,Newport,20,14,0,NaN,0,0,125,64
2009-09-11,Hart County,Caverna,36,0,0,NaN,0,0,86,11
2009-09-11,Hazard,Paris,52,6,0,NaN,0,0,22,32
2009-09-11,Henderson County,Madisonville-North Hopkins,31,23,0,NaN,0,0,200,167
2009-09-11,Henry Clay,Scott County,21,7,1,NaN,0,0,201,213
2009-09-11,Henry County,Owen County,50,13,1,NaN,0,0,87,66
2009-09-11,Holmes,Cooper,28,21,1,NaN,0,0,126,192
2009-09-11,Jeffersontown,Iroquois,53,0,1,NaN,0,0,162,161
2009-09-11,John Hardin,North Hardin,35,0,0,NaN,0,0,163,209
2009-09-11,Knox Central,Williamsburg,48,46,0,NaN,0,0,128,40
2009-09-11,LaRue County,Green County,28,27,0,NaN,0,0,129,52
2009-09-11,Lafayette,Franklin County,26,12,0,NaN,0,0,202,122
2009-09-11,Lawrence County,East Ridge,62,7,0,NaN,0,0,130,80
2009-09-11,Lewis County,Powell County,22,8,1,NaN,0,0,89,97
2009-09-11,Lexington Christian,Christian Academy-Louisville,55,27,0,NaN,0,0,26,45
2009-09-11,Lloyd Memorial,Dayton,40,27,1,NaN,0,0,58,14
2009-09-11,Logan County,Metcalfe County,26,6,1,NaN,0,0,132,59
2009-09-11,Lone Oak,Lexington Catholic,52,49,1,NaN,1,0,133,131
2009-09-11,Ludlow,Bracken County,35,24,0,NaN,0,0,27,9
2009-09-11,Lynn Camp,Pineville,33,20,1,NaN,0,0,28,35
2009-09-11,Magoffin County,Morgan County,24,20,0,NaN,0,0,90,62
2009-09-11,Male,Central,47,35,1,NaN,0,0,204,79
2009-09-11,Marion County,Bardstown,57,20,0,NaN,0,0,135,41
2009-09-11,Mason County,Bourbon County,43,14,0,NaN,0,0,91,113
2009-09-11,Mayfield,Calloway County,50,33,1,NaN,0,0,29,118
2009-09-11,McCreary Central,Wayne County,30,14,1,NaN,0,0,136,106
2009-09-11,Monroe County,Barren County,34,14,1,NaN,0,0,61,148
2009-09-11,Montgomery County,Madison Southern,28,12,0,NaN,0,0,169,134
2009-09-11,Murray,Fulton County,43,20,0,NaN,0,0,63,19
2009-09-11,North Oldham,Trimble County,39,6,0,NaN,0,0,94,38
2009-09-11,Owensboro,Daviess County,47,0,0,NaN,0,0,173,193
2009-09-11,Paintsville,South Floyd,51,26,1,NaN,0,0,31,37
2009-09-11,Paul Laurence Dunbar,George Rogers Clark,13,7,1,NaN,0,0,210,197
2009-09-11,Pendleton County,Grant County,21,14,1,NaN,1,0,138,156
2009-09-11,Perry County Central,Breathitt County,37,14,0,NaN,0,0,174,76
2009-09-11,Pikeville,Phelps,48,14,0,NaN,0,0,34,33
2009-09-11,Prestonsburg,Bath County,49,3,1,NaN,0,0,68,42
2009-09-11,Pulaski County,Russell County,50,26,1,NaN,0,0,175,141
2009-09-11,Reidland,Webster County,27,13,0,NaN,0,0,69,107
2009-09-11,Rockcastle County,Lincoln County,42,14,1,NaN,0,0,139,166
2009-09-11,Rowan County,Fleming County,56,26,0,NaN,0,0,140,84
2009-09-11,Russellville,Marshall County,26,15,1,NaN,0,0,99,205
2009-09-11,Shelby County,Seneca,31,30,0,NaN,0,0,215,214
2009-09-11,Shelby Valley,Knott County Central,48,0,1,NaN,0,0,70,56
2009-09-11,Sheldon Clark,Johnson Central,22,14,0,NaN,0,0,101,164
2009-09-11,Somerset,Danville,48,7,1,NaN,0,0,102,47
2009-09-11,South Oldham,Waggener,22,16,1,NaN,1,0,178,180
2009-09-11,Taylor County,Washington County,28,27,0,NaN,0,0,104,73
2009-09-11,Trigg County,Hopkins County Central,6,0,1,NaN,0,0,72,127
2009-09-11,Warren Central,Nelson County,31,28,1,NaN,0,0,181,208
2009-09-11,West Carter,East Carter,35,10,0,NaN,0,0,108,119
2009-09-11,West Jessamine,Spencer County,28,14,1,NaN,0,0,144,103
2009-09-11,Western Hills,Frankfort,14,13,1,NaN,0,0,109,17
2009-09-11,Woodford County,North Bullitt,28,19,1,NaN,0,0,183,137
2009-09-12,Bishop Brossart,Jenkins,56,6,1,NaN,0,0,8,24
2009-09-12,Ryle,Newport Central Catholic,45,0,0,NaN,0,0,212,65
2009-09-17,Green County,Campbellsville,56,18,0,NaN,0,0,52,10
2009-09-17,Kentucky Country Day,Fort Knox,47,21,1,NaN,0,0,25,50
2009-09-18,Allen Central,Paintsville,34,14,1,NaN,0,0,1,31
2009-09-18,Allen County-Scottsville,Greenwood,15,12,1,NaN,0,0,110,199
2009-09-18,Anderson County,Henry County,42,7,0,NaN,0,0,146,87
2009-09-18,Apollo,Owensboro Catholic,34,14,0,NaN,0,0,184,67
2009-09-18,Ballard,Meade County,44,7,0,NaN,0,0,185,206
2009-09-18,Belfry,Whitley County,53,23,0,NaN,0,0,75,182
