name,region,id,rating,massey,colley,elo,wins,losses,games_played
Western,4,217,52.32,59.46,49.77,47.74,6,6,12
Warren East,4,211,52.3,53.3,50.41,53.2,7,5,12
Breathitt County,3,27,52.13,47.82,52.16,56.4,7,5,12
Danville,2,53,51.95,51.43,52.63,51.78,6,6,12
Tates Creek,6,199,51.78,64.89,51.58,38.87,6,5,11
Bethlehem,1,18,50.97,48.74,55.47,48.69,10,2,12
Perry County Central,5,166,50.85,50.72,52.88,48.96,6,6,12
Butler County,2,33,50.27,52.17,50.6,48.03,7,4,11
Knox Central,4,112,49.44,48.49,49.18,50.65,6,5,11
Powell County,3,172,49.21,47.15,57.1,43.39,7,4,11
Holmes,4,99,48.67,50.11,50.18,45.74,5,6,11
Green County,2,86,48.51,53.44,47.08,45,5,6,11
Cooper,5,49,48.49,62.44,38.58,44.47,3,8,11
Lincoln County,5,121,48.42,48.59,53.46,43.21,5,6,11
Doss,4,58,48.31,55.36,48.18,41.41,6,5,11
Paris,1,163,47.84,42.22,52.7,48.59,9,3,12
Ballard Memorial,2,9,47.7,50.54,49.63,42.91,7,4,9
Spencer County,4,197,47.22,55.27,43.97,42.42,5,5,10
Bellevue,1,16,46.92,52.34,41.52,46.88,7,5,11
Lewis County,3,118,46.37,42.53,52.89,43.69,7,4,11
Holy Cross (Louisville),1,101,46.12,49.07,47.92,41.39,6,6,11
Paintsville,1,162,45.71,46.1,51.97,39.07,8,4,12
Lafayette,6,114,45.07,60.1,37.61,37.51,3,8,11
Trigg County,3,203,44.8,54.43,41.85,38.13,5,6,11
Elizabethtown,3,65,44.21,50.66,47.26,34.72,6,5,11
Grayson County,5,85,43.96,45.87,42.83,43.17,5,7,12
Henry County,3,97,43.66,48.84,43.88,38.27,6,5,11
Ryle,6,181,43.3,55.86,39.75,34.28,2,9,10
Lloyd Memorial,2,122,43.29,47.05,40.3,42.53,6,5,11
Bullitt Central,5,30,42.71,52.76,41.17,34.22,4,7,11
West Jessamine,5,216,42.53,54.9,39.02,33.67,4,7,11
Newport,2,149,42.3,44.8,42.59,39.51,5,6,11
Seneca,6,184,41.36,55.96,37.31,30.79,2,9,11
Magoffin County,3,129,41.06,44.22,45.2,33.76,6,5,11
Marion County,4,131,40.88,44.29,41.65,36.68,4,7,11
Harrison County,4,92,40.71,49.4,44.38,28.34,3,8,11
Muhlenberg County,6,146,40.7,42.07,44.85,35.18,6,5,11
Jeffersontown,5,106,40.56,48.24,34.85,38.58,3,8,11
Barren County,5,11,40.4,46.67,41.73,32.79,4,7,11
George Rogers Clark,6,81,39.76,55.67,38.08,25.54,2,9,11
Greenwood,5,88,39.71,47.59,35.67,35.88,3,8,11
Pineville,1,170,39.38,36.17,42.05,39.93,7,5,12
Hopkinsville,5,103,39.37,51.09,35.77,31.25,4,7,10
Calloway County,4,35,39.34,42.52,39.41,36.09,5,6,10
Southwestern,5,196,39.12,55.13,34.19,28.03,1,9,10
Metcalfe County,2,140,39.08,44.34,40.41,32.5,5,6,11
Carroll County,2,38,38.74,40.78,35.52,39.91,6,6,12
Madison Central,6,126,38.23,49.06,33.24,32.39,2,9,11
Rowan County,4,177,37.77,44.24,37.2,31.87,3,8,11
Allen County-Scottsville,4,3,37.23,43.99,35.14,32.56,4,7,11
Oldham County,6,157,37.08,54.28,31.55,25.39,2,9,11
Southern,6,195,36.76,47.38,38.53,24.38,4,7,11
Kentucky Country Day,1,110,36.58,38.46,33.4,37.89,5,6,11
Estill County,3,67,36.56,40.72,39.27,29.7,5,6,11
Iroquois,5,104,35.96,41.87,35.47,30.54,5,5,10
East Ridge,3,62,35.9,32.99,45.54,29.18,6,4,6
Letcher County Central,5,117,35.59,39.56,36.02,31.19,4,7,11
Edmonson County,3,64,35.57,41.17,33.83,31.69,4,7,11
North Bullitt,5,152,35.19,41.18,32.52,31.87,3,8,11
North Hardin,5,153,35.03,49.34,31.39,24.36,1,10,11
Washington County,2,212,34.97,37.97,37.24,29.72,4,7,11
Morgan County,3,145,33.59,38.26,32.97,29.55,4,7,11
South Laurel,5,192,33.51,36.77,38.02,25.75,3,7,10
Adair County,3,1,33.44,39.34,33.59,27.39,4,7,11
Fleming County,3,71,33.32,35.28,32.09,32.59,3,8,10
Moore,4,144,33.26,41.79,32.58,25.4,4,7,11
Rockcastle County,4,176,33.02,41.37,30.93,26.76,2,9,11
Taylor County,4,200,32.86,34.93,33.51,30.15,3,7,10
Jackson County,3,105,32.17,26.84,39.71,29.96,6,5,11
Boyd County,4,24,32.09,37.28,32.6,26.39,1,10,9
Whitley County,5,219,32.02,39.32,25.8,30.96,1,10,10
Campbellsville,1,37,31.99,34.47,28.3,33.21,4,8,12
Marshall County,6,132,31.61,44.12,27.1,23.62,1,10,11
East Carter,3,60,31.42,34.33,35.31,24.61,4,6,9
Boone County,6,21,31.26,49.4,23.43,20.94,0,11,11
Bath County,3,12,31.07,34.58,29.69,28.95,3,7,10
Lexington Christian,2,120,30.87,41.58,26.02,25,1,10,11
Shawnee,2,185,30.29,37.87,30.81,22.19,3,6,9
Fulton County,1,78,30.17,32.7,35.73,22.09,1,8,5
Hart County,3,93,29.88,29.96,32.26,27.4,4,6,10
Clay County,4,45,29.56,36.37,25.72,26.59,2,9,11
Casey County,3,39,29.36,36.25,26.93,24.92,2,9,11
Shelby Valley,2,187,29.19,31.97,30.18,25.41,5,6,9
Eminence,1,66,28.44,25.4,28.46,31.47,6,5,9
Crittenden County,2,52,28.29,32.42,29.43,23.02,3,7,10
Holy Cross (Covington),2,100,28.11,39.24,22.08,23.01,1,10,11
Ohio County,5,156,28.03,35.61,27.63,20.86,2,8,10
Apollo,5,5,27.93,36.12,26.51,21.17,2,9,11
East Jessamine,5,61,27.24,42.26,21.08,18.39,1,9,10
McLean County,2,137,26.88,32.32,29.2,19.1,4,6,10
Greenup County,4,87,26.34,38.8,26.09,14.14,2,8,10
Woodford County,5,221,25.89,39.53,19.44,18.69,1,9,10
Ludlow,1,124,25.67,27.67,25.99,23.34,4,7,11
Fort Knox,2,73,25.03,32.82,26.61,15.67,2,8,10
Western Hills,3,218,24.81,39.27,21.21,13.96,1,9,10
Hancock County,2,89,24.64,28.67,18.72,26.51,2,9,11
Grant County,5,83,23.75,31.35,20.2,19.69,1,9,9
Leslie County,2,116,23.7,29.22,20.84,21.02,3,8,11
Knott County Central,3,111,22.7,23.01,25.17,19.93,4,6,10
Sheldon Clark,3,188,21.96,24.06,21.56,20.26,0,10,10
Valley,4,207,21.43,33.49,15.54,15.25,1,9,10
West Carter,3,215,21.18,31.07,20.5,11.98,2,8,10
LaRue County,3,113,19.88,30.17,11.34,18.14,0,10,10
Owen County,2,158,19.88,22.58,13.64,23.41,2,9,11
Logan County,5,123,19.68,27.7,17.64,13.71,0,10,10
Waggener,4,208,19.47,31.11,17.9,9.4,1,10,11
Fairdale,4,68,19.11,32.81,13.82,10.71,0,10,10
Pendleton County,4,165,19.02,18.86,19.12,19.09,3,7,9
Nicholas County,1,151,18.69,18.37,18.28,19.41,2,9,11
Lynn Camp,1,125,18.42,18.57,21.86,14.83,3,8,9
Clinton County,2,46,18.26,21.32,22.89,10.57,4,6,7
Todd County Central,2,202,16.44,25.95,12.78,10.59,0,10,8
Bishop Brossart,2,20,16.3,20.59,14.53,13.78,3,7,9
Fulton City,1,77,16.11,21.93,16.68,9.73,1,9,7
South Floyd,1,191,15.61,15.42,16.43,14.99,3,8,10
Harlan,1,90,15.29,15.93,9.11,20.84,2,9,9
Thomas Nelson,2,201,15.26,20.79,12.12,12.88,0,10,10
Breckinridge County,4,28,14.85,22.01,13.56,8.97,1,10,11
Webster County,3,214,14.45,23.57,13.93,5.86,1,10,11
Allen Central,1,2,13.95,12.93,17.04,11.87,2,9,11
Caverna,1,40,13.26,16.04,14.42,9.33,2,9,11
Berea,1,17,12.44,12.25,14.14,10.95,2,9,11
Phelps,1,167,12.07,16.45,12.32,7.44,1,10,9
Dayton,1,55,11.49,16.04,8.43,10.01,2,9,9
Bracken County,1,26,11.09,8.38,10.92,13.96,2,9,11
Atherton,4,7,10.01,20.68,7.98,1.36,0,10,10
Hopkins County Central,4,102,9.77,20.26,6.6,2.44,0,11,11
McCreary Central,3,136,8.17,11.65,8.21,4.64,0,10,9
Trimble County,2,204,7.33,16.61,4.55,0.84,0,10,10
Jenkins,1,107,4.9,5.07,5.32,4.32,1,10,11
