name,region,id,rating,massey,colley,elo,wins,losses,games_played
Thomas Nelson,3,201,34.15,41.44,32.86,28.16,3,8,11
Knott County Central,3,112,33.55,37.05,36.15,27.44,5,6,11
Bardstown,3,9,33.48,35.94,29.16,35.33,3,7,10
North Bullitt,5,153,33.29,44.53,25.84,29.5,2,8,10
Jeffersontown,6,107,32.69,42.16,34.11,21.79,3,8,11
Nicholas County,1,152,32.31,32.99,29.71,34.21,4,7,10
Henry County,3,98,32.08,41.86,28.44,25.93,4,7,11
Breathitt County,3,26,32.03,32.23,32.74,31.12,4,7,11
Bellevue,1,15,31.52,32.74,34.15,27.66,5,6,10
Rowan County,4,178,31.5,36.32,32.35,25.83,3,8,11
McLean County,2,138,31.13,34.39,29.57,29.45,4,7,11
Iroquois,5,105,31.06,39.76,30.33,23.11,4,6,10
Gallatin County,2,80,30.83,30.55,32.01,29.94,5,6,9
Middlesboro,2,142,30.4,39.06,30.79,21.34,2,9,10
Pendleton County,3,166,29.73,29.54,34.7,24.96,4,6,10
East Carter,4,59,29.72,33.87,31.88,23.4,4,6,10
Harlan,1,91,29.71,34.07,26.5,28.55,3,8,10
Todd County Central,2,202,29.64,27.29,35.26,26.37,6,5,11
Spencer County,4,197,29.35,38.34,22.01,27.68,2,8,10
Holmes,4,100,29.26,37.15,25.31,25.33,3,8,11
North Oldham,4,156,29.25,39.31,27.51,20.94,2,9,11
Bethlehem,1,17,28.73,28.87,29.93,27.39,4,8,12
East Ridge,2,61,28.3,25.83,29.09,29.99,5,6,10
Muhlenberg County,6,147,28.07,30.55,26.22,27.45,3,8,11
Letcher County Central,5,118,27.73,43.25,21.45,18.5,0,10,9
Clay County,4,44,27.71,38.38,28.7,16.06,2,9,11
Boone County,6,20,27.24,43.61,22.76,15.36,1,10,11
Estill County,3,66,27.2,32.21,23.31,26.07,2,8,10
Fort Campbell,3,72,27.19,35.76,24.83,20.98,2,8,10
McCreary Central,3,137,27.01,32.29,26.67,22.05,2,7,9
Fairdale,5,67,26.87,34.49,24.46,21.64,2,8,10
Ballard Memorial,2,8,26.63,25.19,25.74,28.97,3,8,10
Paul Laurence Dunbar,6,165,26.32,44.36,18.67,15.92,0,10,10
Pineville,1,171,24.11,27.52,20.63,24.18,2,9,9
Morgan County,3,146,23.45,26.85,24.49,19.02,4,7,11
Adair County,3,1,23.18,31.77,16.37,21.4,1,9,10
Warren Central,4,210,23,34.13,20.83,14.03,0,11,11
Woodford County,5,221,22.55,34.78,19.82,13.06,0,11,11
Holy Cross (Covington),2,101,22.27,25.41,15.48,25.93,0,11,9
Hart County,3,94,22.21,29.03,20.35,17.25,2,9,11
Sheldon Clark,3,189,22.21,23.3,21.21,22.11,2,8,9
Barren County,5,10,21.64,28.88,20.36,15.67,1,10,11
Lewis County,3,119,21.39,23.77,22.8,17.6,2,8,10
Harrison County,4,93,21.05,32.01,17.98,13.17,0,10,10
Jackson County,3,106,19.73,24.59,20.43,14.17,2,9,11
Hopkins County Central,4,103,19.1,24.19,18.31,14.81,2,9,11
Seneca,6,185,18.58,34.89,15.29,5.55,0,11,11
Calloway County,4,34,16.89,22.76,10.49,17.42,0,9,9
Newport,2,150,16.82,25,14.47,11.01,2,9,10
Dayton,1,54,16.46,24.95,18.1,6.34,1,10,11
Grant County,5,84,16.4,28.1,11.15,9.97,0,10,9
Grayson County,5,86,15.65,23.16,14.34,9.44,1,9,10
Fort Knox,1,73,14.97,18.3,13.87,12.76,3,8,11
Nelson County,5,149,14.28,22.64,10.46,9.74,1,9,10
Boyd County,4,23,13.78,17.59,9.73,14.02,0,10,9
Butler County,2,32,13.73,16.69,7.99,16.51,0,10,10
Fulton County,1,79,13.51,7.17,16.8,16.56,3,8,6
Trimble County,2,204,12.4,18.03,14.29,4.88,1,8,8
Marion County,4,132,12.12,20.67,9.93,5.76,0,10,10
Betsy Layne,2,18,11.81,20.99,6.47,7.98,1,9,10
Magoffin County,3,130,11.09,12.15,11.43,9.71,2,8,10
Breckinridge County,4,27,10.27,21.4,7.36,2.06,0,10,10
Shawnee,2,186,7.62,13.81,10.81,-1.77,0,10,10
Webster County,2,214,6.42,7.16,7.11,4.98,1,10,11
Berea,1,16,5.03,7.04,6.15,1.89,0,10,8
Jenkins,1,108,-0.07,-0.19,-0.46,0.44,0,10,7
Caverna,1,39,-0.55,1.44,0.31,-3.4,0,11,11
Fulton City,1,78,-0.63,-7.8,-1.84,7.75,0,11,7
