name,region,id,rating,massey,colley,elo,wins,losses,games_played
Covington Catholic,5,50,96.89,101.82,98.96,89.88,15,0,12
Trinity (Louisville),6,205,96.56,96.51,94.65,98.52,15,0,11
Danville,2,52,95.52,86.94,103.09,96.54,15,0,15
Boyle County,3,24,93.67,92.77,97.68,90.57,14,1,15
St. Xavier,6,198,92.02,93.01,92.88,90.18,12,3,13
Scott County,6,184,88.25,92.87,85.45,86.44,11,3,12
Beechwood,1,12,82.16,76.88,84.1,85.48,12,2,14
Corbin,3,49,81.82,76.64,84.88,83.94,13,2,14
Belfry,3,13,81.27,78.56,80.03,85.24,11,2,11
Lexington Christian,2,121,80.9,80.72,84.9,77.08,11,2,12
Mayfield,2,135,80.58,75.26,81.27,85.22,13,2,14
DeSales,2,55,80.03,75.01,85.46,79.62,12,1,13
South Warren,4,194,79.19,73.54,81.48,82.56,11,3,13
Simon Kenton,6,190,79.18,80.79,79.28,77.46,11,2,13
Christian Academy-Louisville,2,42,78.96,76.73,80.26,79.9,11,3,14
Wayne County,4,213,78.91,77.82,82.44,76.46,12,2,14
Elizabethtown,3,64,78.76,78.45,79.71,78.11,12,2,14
Male,6,131,78.72,85.98,78.45,71.74,9,3,11
Paintsville,1,163,78.62,70.87,81.73,83.26,11,2,12
Franklin-Simpson,4,76,78.13,73.16,77.27,83.96,12,3,15
Central,3,40,77.3,76.77,76.94,78.19,11,3,14
Ryle,6,182,77.25,80.69,76.34,74.72,8,3,10
Johnson Central,4,110,77.23,78.23,75.09,78.35,12,3,13
Bowling Green,5,22,77.12,77.94,70.69,82.73,10,3,13
Christian County,5,43,76.8,71.32,82.82,76.25,11,1,11
Frederick Douglass,NaN,77,74.69,78.06,78.11,67.89,10,3,13
Madison Southern,5,128,74.31,74,78.55,70.37,11,4,15
South Oldham,5,193,73.4,74.43,73.47,72.31,10,2,12
Collins,4,46,72.62,73.33,75.22,69.32,11,3,14
Southwestern,5,196,72.59,77.95,72.05,67.78,10,3,12
Butler,6,31,72.13,78.15,74.05,64.19,8,5,13
Tates Creek,6,199,71.5,79.31,73.08,62.12,9,3,12
Raceland,1,176,71.34,67.78,72.79,73.45,10,5,13
Ashland Blazer,4,5,70.14,67.69,73.08,69.64,10,3,11
Kentucky Country Day,1,111,69.87,65.54,76.61,67.45,11,2,12
Pleasure Ridge Park,6,172,69.8,78.74,68.63,62.04,7,5,12
Central Hardin,6,41,69.38,68.59,69.45,70.12,10,4,13
Lexington Catholic,3,120,68.86,72.98,71.99,61.61,7,6,13
Hazard,1,95,68.84,68.41,69.27,68.84,9,3,12
Caldwell County,3,33,68.56,63.6,73.85,68.24,10,3,13
Somerset,2,191,67.54,69.11,72.24,61.27,7,5,12
Harlan County,5,92,66.08,71.82,67.1,59.31,8,6,14
Glasgow,2,83,65.84,63.33,68.23,65.96,10,4,14
North Laurel,5,155,65.49,75.02,66.35,55.09,9,3,12
Montgomery County,5,144,64.51,66.95,68.6,57.97,10,3,13
Henry Clay,6,97,64.06,76.14,60.7,55.35,6,6,12
Knox Central,4,113,63.17,68.32,67.39,53.8,8,4,12
Campbell County,6,35,62.37,71.55,62.81,52.75,7,5,11
LaRue County,3,114,62.27,62.3,66.67,57.85,10,2,12
Madison Central,6,127,62.05,73.9,59.07,53.18,6,5,11
Casey County,3,38,61.59,63.51,61.55,59.72,10,2,12
Whitley County,5,219,61.56,65.94,61.96,56.77,7,5,12
Western Hills,3,218,61.3,63,64.6,56.29,8,4,12
Pikeville,1,170,61.08,62.48,56.97,63.8,8,5,11
McCracken County,6,136,60.97,63.14,59.75,60.02,7,5,9
Walton-Verona,2,209,60.97,61.91,62.46,58.53,9,3,12
Rockcastle County,4,177,60.67,63.57,62.18,56.26,8,4,12
Highlands,5,99,60.44,71.8,57.53,51.98,6,6,12
Ballard,6,7,60.22,66.56,58.72,55.38,6,6,12
Paris,1,164,60.19,56.83,63.6,60.14,9,2,11
Daviess County,6,53,59.81,65.63,56.85,56.93,7,6,12
Doss,5,57,59.24,62.98,60.71,54.02,8,4,12
Fleming County,3,70,58.67,55.29,65.88,54.84,8,3,11
Graves County,5,85,58.07,61.14,58.14,54.91,6,5,11
Western,4,217,57.93,65.1,57.12,51.56,8,5,13
Anderson County,5,3,57.45,64.28,59.44,48.64,8,4,12
Scott,4,183,56.98,57.47,58.15,55.31,8,4,11
Owensboro Catholic,2,161,56.88,55.26,54.96,60.41,8,5,11
Fern Creek,5,69,56.55,64.09,52.95,52.61,6,5,11
Hopkinsville,4,104,56.21,61.21,53.02,54.4,6,7,13
Owensboro,5,160,55.96,63.95,49.9,54.04,4,7,10
Logan County,4,124,55.84,51.52,63.8,52.19,11,1,12
Ludlow,1,125,54.09,54.18,61.64,46.44,8,3,11
Apollo,5,4,53.92,54.17,59.3,48.28,7,4,10
Newport Central Catholic,2,151,53.89,58.14,52.59,50.94,6,6,12
Holy Cross (Louisville),1,102,53.75,55.37,56.01,49.87,6,6,11
Eastern,6,62,53.72,66.45,51.29,43.41,5,6,11
Mercer County,4,140,53.57,59.4,52.11,49.21,7,6,13
Pulaski County,5,175,53.54,59.48,51.04,50.1,4,7,10
Monroe County,2,143,53.46,51.12,59.26,50.01,9,4,13
Lloyd Memorial,2,123,53.41,58.98,52.19,49.06,8,4,12
Waggener,3,208,53.37,60.94,52.97,46.2,5,7,12
Lafayette,6,115,53.36,69.49,43.18,47.42,3,8,10
Allen County-Scottsville,4,2,53.12,57.17,53.98,48.21,7,4,11
Shelby County,4,187,53.08,51.7,52.74,54.82,7,5,12
Williamsburg,1,220,53,51.09,55.26,52.64,7,4,10
Bullitt Central,5,29,52.99,55.22,54.13,49.62,7,5,12
Paducah Tilghman,3,162,52.97,60.79,48.96,49.17,5,7,11
DuPont Manual,6,58,52.94,68.73,45.53,44.55,3,8,11
Madisonville-North Hopkins,4,129,52.94,55.71,53.11,50.01,7,5,12
Henderson County,6,96,52.84,60.41,51.48,46.62,5,7,9
East Jessamine,4,60,52.82,54.01,54.5,49.95,7,5,12
Bracken County,1,25,52.76,50.97,54.92,52.41,9,3,11
Union County,3,206,52.66,50.83,56.92,50.22,8,3,11
Russell,3,179,52.37,55.64,50.89,50.58,5,6,10
Bell County,3,14,52.14,56.67,53.48,46.25,7,5,12
Prestonsburg,2,174,52.02,55.25,52.5,48.31,7,5,12
Floyd Central,3,71,51.85,51.93,54.08,49.53,8,4,12
Bourbon County,4,21,51.57,52.8,56.38,45.54,7,5,12
Greenup County,4,88,50.98,56.54,50.35,46.05,6,5,11
Meade County,6,139,50.92,63.94,50.83,38,5,6,11
Perry County Central,5,167,50.57,55.4,55.03,41.28,7,4,11
Conner,6,47,50.09,59.11,46.06,45.09,4,7,11
Garrard County,3,81,50.07,58.46,51.73,40.01,4,8,12
Powell County,3,173,49.98,47.92,50.25,51.78,8,5,13
Warren East,4,211,49.94,55.95,51.5,42.39,6,5,10
Taylor County,4,200,48.66,54.63,48.24,43.12,7,4,11
Bath County,3,11,48.44,45.52,55.27,44.54,7,4,11
Moore,3,145,48.24,55.99,46.58,42.16,6,5,11
John Hardin,4,109,47.57,52.21,46.1,44.39,5,6,11
Franklin County,4,75,47.55,54.85,47.35,40.44,5,6,11
Oldham County,5,158,47.38,56.94,46.6,38.61,6,5,11
North Hardin,6,154,47.15,56.26,44.97,40.24,3,8,11
South Laurel,5,192,46.22,55.67,43.74,39.26,5,6,11
George Rogers Clark,6,82,46.21,60.36,43.48,34.79,5,6,11
Dixie Heights,5,56,46.06,57.76,42.3,38.12,3,8,10
Mason County,4,134,45.94,51.13,47.64,39.06,7,4,10
Washington County,2,212,45.93,43.43,52,42.37,7,5,12
Lawrence County,3,116,45.89,49.44,47.87,40.36,5,6,11
Frankfort,1,74,45.72,47.95,48.23,40.99,7,5,11
Greenwood,5,89,45.46,53.84,39.13,43.42,4,8,12
Bullitt East,5,30,45.16,54.02,43.77,37.7,4,7,11
Lynn Camp,1,126,45.14,44.77,46.98,43.66,8,4,11
Pike County Central,3,169,44.85,47.46,45.51,41.58,5,6,9
Owen County,2,159,44.77,43.05,49.04,42.21,7,4,11
West Carter,3,215,44.7,46.12,45.73,42.24,5,6,11
Russellville,1,181,43.51,42.19,42.29,46.04,7,5,11
Eminence,1,65,43.28,44.45,48.93,36.45,8,2,9
Ohio County,6,157,43.14,44.78,47.11,37.54,7,4,11
Campbellsville,1,36,43.02,44.38,42.69,41.99,7,7,14
Metcalfe County,2,141,42.83,37.98,46.02,44.49,7,4,11
Cooper,6,48,42.66,54.54,34.78,38.65,2,9,11
West Jessamine,4,216,41.91,47.44,45.32,32.98,6,5,11
Hancock County,2,90,41.5,40.51,44.84,39.14,7,5,12
Shelby Valley,2,188,41.16,40.32,41.09,42.07,6,5,10
Edmonson County,3,63,40.57,43.57,40.97,37.17,6,5,11
Atherton,5,6,39.89,45.63,42.31,31.74,5,6,11
Bryan Station,6,28,39.45,54.88,32.68,30.8,1,10,11
Leslie County,2,117,39.26,43.99,35.28,38.5,4,7,11
Marshall County,5,133,39.01,42.5,35.52,39.01,4,6,10
Trigg County,3,203,38.29,38.31,42.09,34.46,5,6,11
Murray,2,148,38.11,40.86,34.66,38.82,5,7,12
Lincoln County,5,122,37.4,52.06,34.57,25.57,3,8,11
Crittenden County,1,51,37.03,32.91,38.31,39.87,8,5,12
Clinton County,2,45,36.66,37.97,38.87,33.14,6,3,8
Southern,5,195,36.63,40.92,35.98,32.99,4,7,11
Russell County,4,180,36.12,47.01,34.21,27.12,3,7,10
Bishop Brossart,1,19,35.95,37.67,35.77,34.42,5,6,11
Carroll County,2,37,35.67,40.55,38.19,28.27,4,7,11
Phelps,1,168,35.66,40.1,37.03,29.84,5,5,8
Green County,2,87,35.21,38.32,38.37,28.96,5,6,11
Fairview,1,68,34.87,35.06,33.14,36.42,4,7,9
Valley,4,207,34.31,43.29,30.77,28.86,3,8,11
