date,win_team,lose_team,win_score,lose_score,location,date_comments,overtime,cross_region,lose_id,win_id
1999-08-20,Anderson County,Waggener,18,14,1,,0,0,116,26
1999-08-20,Atherton,Shawnee,7,6,0,,0,0,153,144
1999-08-20,Bardstown,Bourbon County,20,13,1,,0,0,25,110
1999-08-20,Berea,Caverna,27,7,1,,0,0,207,14
1999-08-20,Bethlehem,Casey County,14,6,0,,0,0,136,208
1999-08-20,Campbellsville,Lynn Camp,30,0,1,,0,0,182,107
1999-08-20,Crittenden County,Murray,12,9,2,(Overtime),1,0,63,59
1999-08-20,Doss,Iroquois,19,15,1,,0,0,209,154
1999-08-20,DuPont Manual,Western,54,6,0,,0,0,151,128
1999-08-20,Eminence,Trimble County,20,14,1,,0,0,135,210
1999-08-20,Estill County,Magoffin County,27,6,1,,0,0,183,181
1999-08-20,Fairview,Lewis County,18,12,1,,0,0,211,53
1999-08-20,Frankfort,Allen Central,34,26,0,,0,0,212,134
1999-08-20,Franklin County,East Jessamine,32,7,2,,0,0,126,12
1999-08-20,Glasgow,Logan County,41,12,0,,0,0,97,58
1999-08-20,Grayson County,Butler County,48,12,0,,0,0,98,90
1999-08-20,Greenup County,Lloyd Memorial,13,0,1,,0,0,50,177
1999-08-20,Henry Clay,Tates Creek,42,14,1,,0,0,164,8
1999-08-20,LaRue County,Meade County,40,3,0,,0,0,131,106
1999-08-20,Lincoln County,Mercer County,41,14,2,,0,0,23,112
1999-08-20,Ludlow,Paris,59,34,0,,0,0,48,27
1999-08-20,McLean County,Ohio County,12,6,1,,0,0,84,71
1999-08-20,Middlesboro,Cawood,29,7,0,,0,0,196,163
1999-08-20,Monroe County,Warren East,52,6,0,,0,0,101,76
1999-08-20,Muhlenberg South,Edmonson County,29,0,0,,0,0,95,72
1999-08-20,Nicholas County,Bath County,36,0,1,,0,0,32,11
1999-08-20,North Hardin,Holy Cross (Louisville),47,6,1,,0,0,143,121
1999-08-20,Owen County,Christian Academy-Louisville,14,0,1,,0,0,155,52
1999-08-20,Owensboro,Daviess County,35,13,1,,0,0,66,54
1999-08-20,Paducah Tilghman,Madisonville-North Hopkins,45,21,0,,0,0,77,83
1999-08-20,Pike County Central,Phelps,46,0,1,,0,0,197,185
1999-08-20,Pineville,Hazard,28,22,0,,0,0,173,180
1999-08-20,Pleasure Ridge Park,Eastern,20,0,1,,0,0,42,117
1999-08-20,Powell County,Betsy Layne,14,6,0,,0,0,204,184
1999-08-20,Raceland,East Carter,44,18,0,,0,0,198,19
1999-08-20,Rockcastle County,Harrison County,10,7,2,,0,0,16,165
1999-08-20,Russell County,Adair County,58,17,1,,0,0,152,138
1999-08-20,Russellville,Fulton County,20,0,1,,0,0,88,75
1999-08-20,Shelby Valley,Elkhorn City,46,12,2,,0,0,191,166
1999-08-20,Sheldon Clark,Knott County Central,27,12,0,,0,0,200,159
1999-08-20,Simon Kenton,Woodford County,38,11,1,,0,0,201,38
1999-08-20,South Floyd,Evarts,14,8,1,,0,0,213,176
1999-08-20,South Laurel,George Rogers Clark,60,30,0,,0,0,187,161
1999-08-20,Taylor County,Hart County,55,6,0,,0,0,89,104
1999-08-20,Union County,Apollo,33,16,1,,0,0,74,69
1999-08-20,Webster County,Trigg County,56,35,1,,0,0,86,64
1999-08-20,West Jessamine,Western Hills,34,14,2,,0,0,37,21
1999-08-21,Ballard,South Oldham,31,24,0,,0,0,145,24
1999-08-21,Belfry,Boyd County,21,2,2,,0,0,179,169
1999-08-21,Bellevue,Whitley County,14,7,0,,0,0,168,5
1999-08-21,Bowling Green,Christian County,47,7,2,,0,0,91,65
1999-08-21,Boyle County,Pikeville,24,6,2,,0,0,157,1
1999-08-21,Breathitt County,Montgomery County,42,15,2,,0,0,47,162
1999-08-21,Clay County,Knox Central,40,14,1,,0,0,205,190
1999-08-21,Corbin,Garrard County,21,7,2,,0,0,20,113
1999-08-21,Covington Catholic,St. Xavier,24,14,2,,0,0,102,34
1999-08-21,Fern Creek,Central,32,26,2,,0,0,129,17
1999-08-21,Fleming-Neon,Cumberland,33,6,2,,0,0,203,186
1999-08-21,Franklin-Simpson,Danville,41,13,2,,0,0,124,57
1999-08-21,Grant County,McCreary Central,8,0,2,,0,0,137,36
1999-08-21,Greenwood,Warren Central,16,0,2,,0,0,79,68
1999-08-21,Highlands,Hancock County,50,15,1,,0,0,56,2
1999-08-21,Johnson Central,Bullitt Central,43,19,2,,0,0,150,178
1999-08-21,Lawrence County,Harlan,73,32,2,,0,0,160,158
1999-08-21,Lexington Catholic,Harrodsburg,62,13,2,,0,0,111,7
1999-08-21,Madison Central,Scott County,32,28,2,,0,0,31,170
1999-08-21,Oldham County,Henry County,35,0,2,,0,0,40,115
1999-08-21,Paintsville,Fleming County,22,20,1,,0,0,29,171
1999-08-21,Somerset,Whitesburg,24,7,2,,0,0,193,108
1999-08-27,Adair County,Metcalfe County,14,13,1,,0,0,156,152
1999-08-27,Allen Central,Betsy Layne,23,0,1,,0,0,204,212
1999-08-27,Allen County-Scottsville,Monroe County,14,0,1,,0,0,76,80
1999-08-27,Bardstown,Butler County,41,0,0,,0,0,98,110
1999-08-27,Bellevue,Dayton,58,0,1,,0,0,45,5
1999-08-27,Bourbon County,Lafayette,16,8,0,,0,0,194,25
1999-08-27,Boyle County,Southwestern,33,32,1,,0,0,109,1
1999-08-27,Breathitt County,Whitesburg,57,12,2,,0,0,193,162
1999-08-27,Breckinridge County,Ohio County,24,14,0,,0,0,84,122
1999-08-27,Bryan Station,Paul Laurence Dunbar,74,46,1,,0,0,175,3
1999-08-27,Butler,Ballard,42,17,0,,0,0,24,139
1999-08-27,Calloway County,Graves County,26,19,0,,0,0,70,61
1999-08-27,Campbellsville,Washington County,40,9,1,,0,0,120,107
1999-08-27,Carroll County,Kentucky Country Day,20,12,0,,0,0,215,123
1999-08-27,Casey County,Caverna,48,25,1,,0,0,207,136
1999-08-27,Central Hardin,Elizabethtown,12,9,1,,0,0,133,119
1999-08-27,Conner,Corbin,16,7,0,,0,0,113,30
1999-08-27,Covington Catholic,Boone County,38,13,0,,0,0,28,34
1999-08-27,Crittenden County,Heath,20,14,1,,0,0,82,59
1999-08-27,Danville,Hazard,37,8,0,,0,0,173,124
1999-08-27,DeSales,Holy Cross (Louisville),13,12,2,,0,0,143,132
1999-08-27,Dixie Heights,Campbell County,21,0,1,,0,0,46,9
1999-08-27,DuPont Manual,Iroquois,51,0,1,,0,0,209,128
1999-08-27,Elkhorn City,Cumberland,44,38,1,,0,0,203,191
1999-08-27,Estill County,Bath County,29,20,0,,0,0,32,181
1999-08-27,Evarts,McCreary Central,6,0,1,,0,0,137,213
1999-08-27,Fairdale,Southern,49,0,1,,0,0,33,125
1999-08-27,Fleming County,Rowan County,19,14,1,,0,0,202,29
1999-08-27,Franklin County,Fort Knox,35,0,1,,0,0,147,12
1999-08-27,Franklin-Simpson,Russellville,49,6,1,,0,0,75,57
1999-08-27,Glasgow,Barren County,18,7,0,,0,0,87,58
1999-08-27,Green County,Hart County,36,29,0,,0,0,89,127
1999-08-27,Hancock County,Grayson County,42,0,1,,0,0,90,56
1999-08-27,Harlan,Fleming-Neon,27,23,0,,0,0,186,160
1999-08-27,Harrison County,George Rogers Clark,34,12,1,,0,0,187,16
1999-08-27,Harrodsburg,Mercer County,28,14,1,,0,0,23,111
1999-08-27,Henry Clay,Fern Creek,46,13,2,,0,0,17,8
1999-08-27,Henry County,Atherton,14,6,0,,0,0,144,40
1999-08-27,Holmes,Simon Kenton,29,7,1,,0,0,38,18
1999-08-27,Hopkins County Central,Madisonville-North Hopkins,24,0,1,,0,0,77,62
1999-08-27,LaRue County,Greenwood,27,22,1,,0,0,68,106
1999-08-27,Lawrence County,Perry County Central,77,42,1,,0,0,188,158
1999-08-27,Leslie County,Clay County,20,19,1,,0,0,190,174
1999-08-27,Lone Oak,Reidland,24,7,1,,0,0,93,94
1999-08-27,Lynn Camp,Cawood,19,0,1,,0,0,196,182
